('O', 'T', 'H', 'E', 'M', 'D', 'L', 'P', 'G') ('A', 'S', 'I', 'N', 'C', 'U', 'F', 'R', 'W') 3369482133
('O', 'R', 'H', 'E', 'C', 'D', 'F', 'W', 'U') ('A', 'T', 'I', 'N', 'G', 'S', 'P', 'L', 'M') 3111681003
('O', 'E', 'I', 'N', 'F', 'D', 'P', 'L', 'C') ('R', 'A', 'S', 'T', 'U', 'H', 'M', 'W', 'G') 3111653876
('A', 'N', 'E', 'R', 'L', 'G', 'M', 'D', 'C') ('O', 'I', 'S', 'T', 'U', 'H', 'F', 'P', 'W') 3111623990
('A', 'N', 'R', 'E', 'P', 'D', 'F', 'G', 'U') ('O', 'I', 'S', 'T', 'C', 'H', 'M', 'L', 'W') 3111582980
('E', 'O', 'A', 'N', 'G', 'U', 'W', 'M', 'P') ('I', 'R', 'S', 'T', 'L', 'H', 'F', 'D', 'C') 3111581835
('O', 'N', 'T', 'E', 'F', 'D', 'M', 'U', 'W') ('A', 'R', 'I', 'S', 'L', 'H', 'P', 'C', 'G') 3111576012
('A', 'N', 'S', 'T', 'L', 'D', 'W', 'G', 'M') ('I', 'O', 'R', 'E', 'C', 'H', 'P', 'U', 'F') 3111573105
('A', 'S', 'I', 'N', 'D', 'C', 'W', 'M', 'F') ('O', 'T', 'R', 'E', 'P', 'H', 'L', 'U', 'G') 3111572445
('I', 'S', 'E', 'A', 'L', 'P', 'G', 'D', 'F') ('R', 'T', 'O', 'N', 'W', 'H', 'U', 'C', 'M') 3111568627
('I', 'O', 'T', 'E', 'D', 'L', 'M', 'P', 'W') ('R', 'S', 'A', 'N', 'G', 'U', 'C', 'H', 'F') 3111535445
('I', 'O', 'E', 'A', 'D', 'M', 'U', 'C', 'F') ('R', 'S', 'N', 'T', 'G', 'H', 'P', 'L', 'W') 3111534352
('I', 'T', 'H', 'E', 'P', 'M', 'F', 'W', 'G') ('O', 'S', 'A', 'N', 'R', 'U', 'D', 'L', 'C') 3111517903
('A', 'I', 'E', 'S', 'P', 'G', 'F', 'C', 'M') ('R', 'O', 'N', 'T', 'D', 'H', 'U', 'L', 'W') 3111471729
('A', 'N', 'E', 'S', 'L', 'U', 'W', 'D', 'C') ('I', 'T', 'O', 'R', 'P', 'H', 'G', 'F', 'M') 3111452294
('O', 'R', 'S', 'T', 'L', 'F', 'G', 'C', 'M') ('A', 'E', 'I', 'N', 'U', 'D', 'W', 'H', 'P') 3111441088
('O', 'R', 'I', 'N', 'L', 'D', 'W', 'C', 'M') ('A', 'T', 'S', 'E', 'P', 'H', 'F', 'U', 'G') 3111431997
('O', 'T', 'A', 'N', 'G', 'D', 'U', 'C', 'W') ('I', 'S', 'R', 'E', 'L', 'H', 'M', 'P', 'F') 3111406115
('A', 'N', 'E', 'S', 'L', 'G', 'P', 'M', 'F') ('I', 'T', 'O', 'R', 'W', 'H', 'U', 'C', 'D') 3111400275
('I', 'S', 'H', 'E', 'C', 'L', 'M', 'P', 'W') ('O', 'A', 'N', 'T', 'U', 'R', 'F', 'D', 'G') 3111373023
('A', 'O', 'E', 'S', 'P', 'U', 'W', 'M', 'F') ('R', 'T', 'I', 'N', 'D', 'H', 'G', 'L', 'C') 3111319741
('N', 'S', 'H', 'E', 'C', 'L', 'F', 'G', 'U') ('A', 'O', 'I', 'T', 'D', 'R', 'W', 'M', 'P') 3111279522
('O', 'N', 'T', 'H', 'F', 'G', 'C', 'L', 'M') ('I', 'A', 'S', 'E', 'D', 'R', 'P', 'U', 'W') 3111272447
('I', 'A', 'R', 'E', 'F', 'D', 'M', 'P', 'W') ('S', 'T', 'O', 'N', 'G', 'H', 'U', 'L', 'C') 3111268405
('I', 'N', 'E', 'R', 'F', 'G', 'U', 'C', 'W') ('O', 'S', 'A', 'T', 'L', 'H', 'P', 'M', 'D') 3111247832
('A', 'T', 'I', 'N', 'G', 'U', 'P', 'M', 'F') ('O', 'S', 'E', 'R', 'D', 'C', 'W', 'H', 'L') 3111226200
('O', 'I', 'T', 'H', 'F', 'C', 'P', 'M', 'D') ('A', 'N', 'S', 'E', 'L', 'R', 'W', 'G', 'U') 3111216909
('A', 'N', 'T', 'E', 'L', 'C', 'M', 'P', 'F') ('S', 'I', 'O', 'R', 'U', 'D', 'G', 'H', 'W') 3111214692
('A', 'S', 'E', 'R', 'L', 'U', 'W', 'M', 'P') ('O', 'T', 'I', 'N', 'G', 'H', 'F', 'D', 'C') 3111209138
('A', 'E', 'I', 'N', 'U', 'D', 'P', 'L', 'M') ('O', 'R', 'S', 'T', 'W', 'H', 'F', 'C', 'G') 3111207963
('I', 'N', 'E', 'R', 'P', 'G', 'U', 'C', 'M') ('O', 'A', 'S', 'T', 'F', 'H', 'D', 'L', 'W') 3111170765
('O', 'N', 'T', 'H', 'C', 'D', 'G', 'U', 'L') ('I', 'A', 'S', 'E', 'F', 'R', 'M', 'P', 'W') 3111158037
('O', 'A', 'S', 'T', 'U', 'D', 'F', 'M', 'G') ('E', 'R', 'I', 'N', 'L', 'C', 'W', 'H', 'P') 3111155386
('O', 'N', 'E', 'R', 'P', 'U', 'G', 'D', 'C') ('I', 'S', 'A', 'T', 'L', 'H', 'F', 'M', 'W') 3111150963
('A', 'T', 'I', 'N', 'G', 'U', 'P', 'L', 'W') ('O', 'S', 'E', 'R', 'D', 'F', 'C', 'H', 'M') 3111150880
('O', 'S', 'I', 'N', 'C', 'U', 'P', 'L', 'W') ('A', 'T', 'R', 'E', 'M', 'H', 'D', 'F', 'G') 3111117941
('A', 'S', 'I', 'N', 'L', 'C', 'W', 'M', 'F') ('O', 'T', 'R', 'E', 'P', 'H', 'D', 'U', 'G') 3111075444
('O', 'R', 'T', 'H', 'L', 'C', 'W', 'D', 'F') ('A', 'E', 'I', 'N', 'U', 'S', 'G', 'M', 'P') 3111075291
('I', 'S', 'H', 'E', 'C', 'D', 'M', 'P', 'W') ('O', 'A', 'N', 'T', 'U', 'R', 'F', 'L', 'G') 3111063025
('T', 'N', 'R', 'E', 'L', 'D', 'M', 'P', 'C') ('A', 'O', 'I', 'S', 'G', 'U', 'W', 'H', 'F') 3111057293
('O', 'S', 'T', 'H', 'D', 'W', 'P', 'L', 'G') ('A', 'E', 'I', 'N', 'U', 'R', 'F', 'C', 'M') 3111013395
('N', 'S', 'E', 'R', 'D', 'U', 'W', 'C', 'M') ('O', 'A', 'T', 'I', 'F', 'L', 'G', 'H', 'P') 3110990565
('I', 'A', 'T', 'E', 'F', 'L', 'M', 'P', 'W') ('S', 'R', 'O', 'N', 'C', 'D', 'G', 'U', 'H') 3110978560
('O', 'E', 'A', 'N', 'W', 'F', 'P', 'L', 'M') ('R', 'I', 'S', 'T', 'U', 'H', 'D', 'C', 'G') 3110960870
('R', 'I', 'H', 'E', 'P', 'L', 'F', 'W', 'U') ('A', 'O', 'N', 'T', 'D', 'S', 'M', 'G', 'C') 3110932000
('A', 'N', 'E', 'S', 'L', 'G', 'W', 'C', 'P') ('I', 'T', 'O', 'R', 'M', 'H', 'U', 'D', 'F') 3110908596
('O', 'A', 'N', 'T', 'F', 'L', 'W', 'G', 'C') ('I', 'S', 'R', 'E', 'D', 'H', 'M', 'P', 'U') 3110877704
('N', 'T', 'E', 'R', 'P', 'U', 'W', 'M', 'F') ('I', 'O', 'S', 'A', 'D', 'L', 'C', 'H', 'G') 3110873984
('O', 'S', 'H', 'E', 'F', 'D', 'P', 'W', 'G') ('A', 'T', 'I', 'N', 'L', 'U', 'C', 'R', 'M') 3110858022
('I', 'O', 'E', 'S', 'L', 'U', 'W', 'F', 'P') ('A', 'R', 'N', 'T', 'D', 'H', 'M', 'G', 'C') 3110853533
('I', 'R', 'H', 'E', 'C', 'M', 'F', 'G', 'U') ('A', 'O', 'N', 'T', 'D', 'S', 'P', 'L', 'W') 3110848310
('O', 'N', 'T', 'H', 'L', 'G', 'W', 'D', 'M') ('A', 'I', 'S', 'E', 'P', 'R', 'C', 'U', 'F') 3110778211
('I', 'A', 'S', 'T', 'U', 'L', 'F', 'C', 'P') ('O', 'N', 'E', 'R', 'M', 'G', 'W', 'H', 'D') 3110732652
('R', 'T', 'H', 'E', 'G', 'D', 'P', 'U', 'W') ('O', 'A', 'I', 'N', 'F', 'S', 'C', 'L', 'M') 3110725408
('A', 'N', 'T', 'E', 'C', 'D', 'P', 'G', 'U') ('I', 'S', 'O', 'R', 'F', 'L', 'W', 'H', 'M') 3110703788
('A', 'E', 'I', 'N', 'G', 'D', 'U', 'L', 'M') ('O', 'R', 'S', 'T', 'C', 'H', 'F', 'P', 'W') 3110667344
('N', 'T', 'E', 'R', 'G', 'U', 'F', 'D', 'M') ('O', 'A', 'S', 'I', 'W', 'L', 'C', 'H', 'P') 3110653906
('A', 'I', 'T', 'H', 'U', 'M', 'W', 'D', 'F') ('O', 'N', 'E', 'S', 'R', 'G', 'P', 'L', 'C') 3110641697
('I', 'O', 'T', 'E', 'D', 'M', 'C', 'F', 'P') ('R', 'S', 'A', 'N', 'G', 'U', 'W', 'H', 'L') 3110631936
('I', 'A', 'S', 'E', 'D', 'L', 'M', 'U', 'W') ('R', 'T', 'O', 'N', 'G', 'H', 'P', 'F', 'C') 3110613914
('O', 'I', 'T', 'H', 'U', 'C', 'M', 'F', 'D') ('A', 'N', 'S', 'E', 'L', 'R', 'W', 'G', 'P') 3110607732
('O', 'E', 'I', 'N', 'G', 'D', 'P', 'F', 'W') ('A', 'R', 'S', 'T', 'L', 'H', 'M', 'U', 'C') 3110599314
('O', 'N', 'T', 'E', 'L', 'G', 'M', 'U', 'F') ('I', 'S', 'A', 'R', 'C', 'P', 'W', 'H', 'D') 3110565334
('A', 'N', 'T', 'H', 'L', 'G', 'C', 'D', 'P') ('O', 'I', 'S', 'E', 'U', 'R', 'M', 'F', 'W') 3110551062
('A', 'R', 'T', 'H', 'L', 'C', 'M', 'P', 'F') ('O', 'E', 'I', 'N', 'G', 'D', 'U', 'S', 'W') 3110531166
('E', 'S', 'A', 'N', 'M', 'U', 'F', 'W', 'P') ('I', 'T', 'O', 'R', 'G', 'H', 'D', 'L', 'C') 3110526660
('R', 'N', 'H', 'E', 'C', 'L', 'M', 'G', 'F') ('O', 'I', 'A', 'T', 'U', 'S', 'W', 'D', 'P') 3110523414
('A', 'S', 'E', 'R', 'M', 'U', 'F', 'W', 'P') ('O', 'T', 'I', 'N', 'D', 'H', 'G', 'L', 'C') 3110496538
('T', 'R', 'A', 'N', 'L', 'U', 'F', 'C', 'M') ('I', 'O', 'E', 'S', 'D', 'W', 'G', 'H', 'P') 3110473717
('E', 'S', 'A', 'N', 'C', 'D', 'F', 'L', 'M') ('I', 'T', 'O', 'R', 'G', 'H', 'P', 'U', 'W') 3110472653
('I', 'O', 'E', 'A', 'L', 'F', 'G', 'C', 'W') ('R', 'S', 'N', 'T', 'D', 'H', 'M', 'U', 'P') 3110463539
('O', 'I', 'E', 'R', 'P', 'U', 'F', 'C', 'M') ('A', 'N', 'S', 'T', 'H', 'D', 'G', 'L', 'W') 3110452005
('O', 'R', 'H', 'E', 'C', 'L', 'M', 'P', 'U') ('A', 'T', 'I', 'N', 'G', 'D', 'F', 'S', 'W') 3110434493
('N', 'S', 'E', 'R', 'D', 'P', 'F', 'C', 'M') ('I', 'A', 'T', 'O', 'U', 'L', 'W', 'H', 'G') 3110427935
('E', 'S', 'I', 'N', 'G', 'U', 'W', 'M', 'F') ('A', 'T', 'O', 'R', 'C', 'H', 'P', 'L', 'D') 3110426983
('E', 'O', 'I', 'N', 'D', 'U', 'F', 'L', 'C') ('A', 'R', 'S', 'T', 'W', 'H', 'M', 'P', 'G') 3110411485
('I', 'S', 'T', 'E', 'D', 'L', 'M', 'P', 'F') ('O', 'R', 'A', 'N', 'H', 'G', 'U', 'C', 'W') 3110398713
('A', 'I', 'T', 'H', 'U', 'C', 'P', 'L', 'M') ('S', 'O', 'N', 'E', 'D', 'R', 'W', 'G', 'F') 3110396581
('I', 'N', 'T', 'H', 'W', 'C', 'P', 'L', 'M') ('A', 'O', 'S', 'E', 'D', 'R', 'G', 'U', 'F') 3110386073
('R', 'I', 'T', 'H', 'U', 'C', 'F', 'D', 'L') ('A', 'E', 'O', 'N', 'G', 'S', 'W', 'M', 'P') 3110370628
('O', 'N', 'T', 'E', 'L', 'C', 'M', 'U', 'G') ('I', 'S', 'A', 'R', 'D', 'P', 'W', 'H', 'F') 3110355089
('O', 'S', 'H', 'E', 'F', 'D', 'M', 'W', 'G') ('A', 'T', 'I', 'N', 'L', 'U', 'C', 'R', 'P') 3110296908
('O', 'S', 'E', 'N', 'D', 'U', 'P', 'L', 'M') ('I', 'R', 'A', 'T', 'C', 'H', 'F', 'G', 'W') 3110296485
('O', 'N', 'E', 'R', 'F', 'U', 'W', 'C', 'M') ('I', 'S', 'A', 'T', 'D', 'H', 'P', 'L', 'G') 3110295768
('A', 'O', 'I', 'N', 'D', 'G', 'P', 'C', 'W') ('S', 'T', 'R', 'E', 'M', 'H', 'L', 'U', 'F') 3110247666
('O', 'I', 'T', 'E', 'M', 'L', 'W', 'F', 'P') ('R', 'S', 'A', 'N', 'D', 'G', 'C', 'H', 'U') 3110237535
('O', 'I', 'T', 'H', 'P', 'C', 'G', 'L', 'M') ('A', 'S', 'N', 'E', 'D', 'R', 'W', 'F', 'U') 3110173288
('S', 'A', 'N', 'T', 'U', 'L', 'M', 'G', 'C') ('I', 'O', 'R', 'E', 'D', 'H', 'P', 'F', 'W') 3110165663
('A', 'S', 'I', 'N', 'C', 'U', 'P', 'L', 'M') ('O', 'T', 'R', 'E', 'W', 'H', 'D', 'F', 'G') 3110155952
('O', 'I', 'T', 'H', 'P', 'L', 'W', 'D', 'M') ('A', 'N', 'E', 'S', 'R', 'G', 'U', 'C', 'F') 3110141003
('A', 'I', 'S', 'T', 'P', 'L', 'G', 'D', 'M') ('O', 'N', 'E', 'R', 'C', 'U', 'W', 'H', 'F') 3110096480
('A', 'O', 'I', 'N', 'G', 'U', 'P', 'L', 'C') ('S', 'T', 'R', 'E', 'M', 'H', 'D', 'F', 'W') 3110094313
('A', 'R', 'T', 'I', 'C', 'D', 'P', 'U', 'F') ('O', 'N', 'E', 'S', 'L', 'G', 'W', 'H', 'M') 3110068945
('O', 'T', 'A', 'N', 'G', 'D', 'P', 'M', 'F') ('I', 'S', 'R', 'E', 'C', 'H', 'L', 'U', 'W') 3110059279
('O', 'I', 'S', 'T', 'U', 'L', 'F', 'D', 'P') ('A', 'N', 'E', 'R', 'C', 'G', 'W', 'H', 'M') 3110023734
('R', 'T', 'I', 'N', 'G', 'C', 'W', 'L', 'M') ('A', 'O', 'E', 'S', 'D', 'U', 'F', 'H', 'P') 3109992895
('O', 'S', 'T', 'H', 'C', 'W', 'G', 'D', 'M') ('A', 'E', 'I', 'N', 'U', 'R', 'P', 'L', 'F') 3109990717
('I', 'A', 'S', 'T', 'F', 'L', 'G', 'C', 'M') ('N', 'O', 'R', 'E', 'D', 'H', 'P', 'U', 'W') 3109986473
('O', 'I', 'T', 'H', 'U', 'C', 'W', 'D', 'M') ('A', 'N', 'E', 'S', 'R', 'G', 'P', 'L', 'F') 3109985090
('A', 'R', 'T', 'H', 'L', 'G', 'W', 'D', 'M') ('O', 'E', 'I', 'N', 'U', 'S', 'F', 'C', 'P') 3109978761
('O', 'R', 'A', 'T', 'C', 'U', 'W', 'D', 'P') ('E', 'S', 'I', 'N', 'G', 'H', 'F', 'L', 'M') 3109976594
('E', 'T', 'I', 'N', 'G', 'D', 'W', 'L', 'M') ('O', 'S', 'A', 'R', 'C', 'U', 'F', 'P', 'H') 3109974268
('O', 'R', 'A', 'T', 'L', 'U', 'G', 'M', 'C') ('E', 'S', 'I', 'N', 'D', 'P', 'W', 'H', 'F') 3109932344
('A', 'I', 'T', 'O', 'U', 'C', 'W', 'G', 'P') ('N', 'S', 'R', 'E', 'D', 'H', 'L', 'F', 'M') 3109931470
('I', 'A', 'S', 'T', 'F', 'L', 'G', 'C', 'P') ('N', 'O', 'R', 'E', 'D', 'H', 'M', 'U', 'W') 3109926929
('O', 'E', 'A', 'N', 'G', 'D', 'W', 'L', 'C') ('R', 'I', 'S', 'T', 'U', 'H', 'F', 'M', 'P') 3109925245
('A', 'R', 'H', 'E', 'C', 'D', 'P', 'G', 'W') ('O', 'I', 'N', 'T', 'U', 'S', 'F', 'L', 'M') 3109924059
('A', 'T', 'I', 'N', 'G', 'D', 'U', 'M', 'W') ('O', 'S', 'R', 'E', 'C', 'H', 'L', 'P', 'F') 3109920635
('T', 'R', 'I', 'N', 'L', 'U', 'W', 'C', 'P') ('A', 'O', 'E', 'S', 'D', 'F', 'G', 'H', 'M') 3109910703
('O', 'R', 'A', 'T', 'C', 'U', 'F', 'D', 'G') ('E', 'S', 'I', 'N', 'L', 'P', 'W', 'H', 'M') 3109909525
('I', 'O', 'R', 'E', 'D', 'M', 'W', 'G', 'P') ('S', 'T', 'A', 'N', 'C', 'H', 'U', 'L', 'F') 3109904942
('E', 'S', 'I', 'N', 'D', 'G', 'P', 'M', 'F') ('A', 'T', 'O', 'R', 'W', 'H', 'U', 'L', 'C') 3109888224
('A', 'N', 'E', 'R', 'P', 'G', 'U', 'C', 'W') ('O', 'I', 'S', 'T', 'F', 'H', 'D', 'L', 'M') 3109887993
('I', 'S', 'E', 'R', 'D', 'P', 'G', 'M', 'F') ('O', 'T', 'A', 'N', 'W', 'H', 'U', 'L', 'C') 3109865440
('A', 'N', 'H', 'E', 'M', 'G', 'F', 'W', 'U') ('I', 'O', 'S', 'T', 'D', 'R', 'C', 'L', 'P') 3109860455
('T', 'S', 'A', 'N', 'D', 'U', 'W', 'C', 'M') ('O', 'I', 'E', 'R', 'P', 'F', 'G', 'H', 'L') 3109859975
('A', 'T', 'I', 'N', 'G', 'D', 'W', 'C', 'F') ('O', 'S', 'E', 'R', 'M', 'U', 'P', 'H', 'L') 3109836822
('N', 'S', 'H', 'E', 'C', 'L', 'P', 'U', 'W') ('I', 'A', 'T', 'O', 'F', 'R', 'M', 'D', 'G') 3109816661
('A', 'E', 'I', 'N', 'G', 'D', 'W', 'M', 'F') ('O', 'R', 'S', 'T', 'L', 'H', 'U', 'C', 'P') 3109742831
('O', 'N', 'E', 'R', 'P', 'U', 'W', 'C', 'M') ('I', 'S', 'A', 'T', 'L', 'H', 'F', 'D', 'G') 3109738645
('A', 'N', 'R', 'E', 'L', 'D', 'C', 'U', 'P') ('O', 'I', 'S', 'T', 'F', 'H', 'M', 'G', 'W') 3109729638
('A', 'N', 'H', 'E', 'C', 'M', 'P', 'G', 'U') ('I', 'O', 'S', 'T', 'D', 'R', 'F', 'L', 'W') 3109653123
('O', 'T', 'I', 'N', 'G', 'F', 'C', 'L', 'W') ('A', 'S', 'R', 'E', 'D', 'H', 'M', 'P', 'U') 3109606465
('A', 'R', 'I', 'N', 'L', 'D', 'F', 'C', 'M') ('O', 'T', 'S', 'E', 'W', 'H', 'P', 'U', 'G') 3109605182
('A', 'N', 'T', 'H', 'C', 'D', 'P', 'M', 'U') ('I', 'O', 'S', 'E', 'L', 'R', 'W', 'F', 'G') 3109562091
('O', 'N', 'S', 'T', 'L', 'G', 'W', 'C', 'P') ('I', 'A', 'R', 'E', 'D', 'H', 'M', 'U', 'F') 3109536603
('A', 'I', 'H', 'E', 'C', 'L', 'M', 'G', 'W') ('S', 'O', 'N', 'T', 'D', 'R', 'F', 'U', 'P') 3109517041
('I', 'O', 'E', 'R', 'D', 'F', 'G', 'P', 'W') ('S', 'T', 'A', 'N', 'M', 'H', 'U', 'L', 'C') 3109512537
('O', 'N', 'S', 'T', 'L', 'G', 'F', 'C', 'P') ('I', 'A', 'R', 'E', 'D', 'H', 'M', 'U', 'W') 3109473605
('I', 'R', 'H', 'E', 'C', 'D', 'P', 'W', 'F') ('O', 'A', 'N', 'T', 'U', 'S', 'M', 'G', 'L') 3109439710
('T', 'S', 'I', 'N', 'D', 'U', 'W', 'C', 'P') ('A', 'O', 'R', 'E', 'L', 'H', 'M', 'F', 'G') 3109424032
('O', 'R', 'A', 'T', 'L', 'U', 'W', 'C', 'G') ('E', 'S', 'I', 'N', 'D', 'H', 'P', 'M', 'F') 3109419855
('O', 'A', 'S', 'T', 'U', 'D', 'W', 'M', 'G') ('E', 'R', 'I', 'N', 'H', 'C', 'P', 'L', 'F') 3109407868
('A', 'O', 'I', 'N', 'D', 'U', 'G', 'L', 'M') ('S', 'T', 'R', 'E', 'C', 'H', 'F', 'P', 'W') 3109402652
('O', 'I', 'E', 'S', 'P', 'F', 'W', 'C', 'G') ('T', 'R', 'A', 'N', 'H', 'D', 'U', 'L', 'M') 3109390589
('A', 'R', 'T', 'O', 'L', 'M', 'W', 'D', 'P') ('E', 'S', 'I', 'N', 'C', 'U', 'G', 'H', 'F') 3109368761
('R', 'T', 'H', 'E', 'G', 'C', 'M', 'U', 'W') ('A', 'O', 'I', 'N', 'D', 'S', 'P', 'L', 'F') 3109317223
('S', 'N', 'H', 'E', 'C', 'D', 'M', 'P', 'U') ('I', 'A', 'T', 'O', 'F', 'R', 'W', 'L', 'G') 3109272496
('O', 'S', 'T', 'H', 'L', 'P', 'G', 'U', 'D') ('E', 'A', 'I', 'N', 'F', 'R', 'W', 'C', 'M') 3109259032
('A', 'S', 'T', 'H', 'M', 'C', 'W', 'D', 'F') ('O', 'E', 'I', 'N', 'U', 'R', 'G', 'L', 'P') 3109256763
('A', 'R', 'S', 'T', 'L', 'C', 'M', 'P', 'G') ('E', 'O', 'I', 'N', 'D', 'U', 'W', 'H', 'F') 3109180514
('A', 'N', 'R', 'E', 'M', 'D', 'W', 'F', 'P') ('O', 'I', 'S', 'T', 'U', 'H', 'L', 'C', 'G') 3109178655
('R', 'I', 'T', 'H', 'U', 'C', 'M', 'F', 'L') ('O', 'E', 'A', 'N', 'G', 'D', 'P', 'S', 'W') 3109178003
('O', 'I', 'T', 'H', 'U', 'C', 'G', 'L', 'M') ('A', 'S', 'N', 'E', 'D', 'R', 'W', 'P', 'F') 3109079887
('O', 'R', 'H', 'E', 'C', 'D', 'P', 'W', 'G') ('A', 'I', 'N', 'T', 'U', 'S', 'F', 'L', 'M') 3109073000
('O', 'N', 'R', 'E', 'F', 'D', 'C', 'P', 'W') ('A', 'I', 'S', 'T', 'U', 'H', 'M', 'L', 'G') 3109072502
('R', 'A', 'T', 'O', 'U', 'L', 'W', 'D', 'P') ('E', 'S', 'I', 'N', 'C', 'G', 'F', 'H', 'M') 3109058362
('A', 'S', 'I', 'N', 'D', 'G', 'C', 'L', 'M') ('O', 'T', 'R', 'E', 'P', 'H', 'F', 'U', 'W') 3109057785
('A', 'N', 'E', 'S', 'L', 'G', 'W', 'D', 'F') ('I', 'T', 'O', 'R', 'P', 'H', 'U', 'C', 'M') 3109052927
('E', 'T', 'I', 'N', 'G', 'D', 'U', 'C', 'M') ('A', 'S', 'O', 'R', 'F', 'H', 'P', 'L', 'W') 3108993231
('O', 'N', 'T', 'H', 'U', 'C', 'P', 'L', 'M') ('I', 'A', 'S', 'E', 'D', 'R', 'W', 'G', 'F') 3108960884
('O', 'N', 'H', 'E', 'M', 'L', 'W', 'G', 'P') ('I', 'A', 'S', 'T', 'U', 'R', 'F', 'D', 'C') 3108960279
('O', 'T', 'I', 'N', 'G', 'D', 'W', 'L', 'F') ('A', 'S', 'R', 'E', 'C', 'H', 'M', 'P', 'U') 3108957494
('O', 'A', 'T', 'I', 'U', 'L', 'W', 'G', 'P') ('N', 'S', 'R', 'E', 'D', 'H', 'M', 'C', 'F') 3108882782
('O', 'A', 'I', 'N', 'F', 'D', 'P', 'L', 'M') ('S', 'T', 'R', 'E', 'G', 'H', 'C', 'U', 'W') 3108866984
('A', 'I', 'E', 'S', 'P', 'U', 'F', 'D', 'L') ('R', 'T', 'O', 'N', 'G', 'H', 'M', 'C', 'W') 3108860593
('A', 'S', 'E', 'R', 'L', 'P', 'G', 'M', 'W') ('O', 'T', 'I', 'N', 'D', 'H', 'U', 'C', 'F') 3108847530
('I', 'R', 'A', 'T', 'L', 'D', 'F', 'C', 'P') ('O', 'N', 'E', 'S', 'M', 'U', 'W', 'H', 'G') 3108846776
('R', 'T', 'H', 'E', 'P', 'M', 'C', 'G', 'F') ('A', 'O', 'I', 'N', 'D', 'U', 'W', 'S', 'L') 3108842074
('A', 'N', 'T', 'E', 'L', 'C', 'M', 'G', 'F') ('O', 'R', 'I', 'S', 'H', 'U', 'P', 'D', 'W') 3108825022
('O', 'I', 'E', 'S', 'P', 'U', 'W', 'C', 'M') ('A', 'R', 'N', 'T', 'L', 'H', 'F', 'D', 'G') 3108814514
('O', 'I', 'E', 'R', 'P', 'F', 'G', 'L', 'M') ('A', 'S', 'N', 'T', 'D', 'H', 'U', 'C', 'W') 3108811721
('A', 'N', 'H', 'E', 'C', 'L', 'P', 'G', 'W') ('O', 'I', 'S', 'T', 'U', 'R', 'F', 'D', 'M') 3108795558
('A', 'R', 'T', 'H', 'L', 'D', 'G', 'U', 'F') ('O', 'E', 'I', 'N', 'W', 'S', 'P', 'M', 'C') 3108774081
('N', 'S', 'T', 'H', 'D', 'C', 'M', 'U', 'L') ('O', 'A', 'I', 'E', 'F', 'R', 'W', 'G', 'P') 3108745632
('A', 'S', 'I', 'N', 'L', 'U', 'W', 'C', 'P') ('O', 'T', 'R', 'E', 'M', 'H', 'D', 'F', 'G') 3108696195
('A', 'N', 'H', 'E', 'C', 'M', 'F', 'G', 'P') ('O', 'I', 'S', 'T', 'U', 'R', 'D', 'L', 'W') 3108690696
('R', 'T', 'I', 'N', 'G', 'C', 'P', 'L', 'F') ('A', 'O', 'E', 'S', 'D', 'U', 'W', 'H', 'M') 3108681815
('O', 'N', 'S', 'E', 'L', 'D', 'M', 'P', 'W') ('I', 'R', 'A', 'T', 'H', 'U', 'F', 'C', 'G') 3108674475
('A', 'N', 'T', 'H', 'L', 'D', 'W', 'M', 'P') ('I', 'O', 'S', 'E', 'C', 'R', 'G', 'U', 'F') 3108643113
('A', 'R', 'H', 'E', 'C', 'D', 'M', 'W', 'G') ('O', 'I', 'N', 'T', 'U', 'S', 'F', 'L', 'P') 3108626811
('A', 'N', 'T', 'E', 'L', 'G', 'M', 'P', 'U') ('I', 'S', 'O', 'R', 'C', 'D', 'W', 'H', 'F') 3108614358
('O', 'A', 'H', 'E', 'F', 'M', 'P', 'W', 'G') ('T', 'S', 'I', 'N', 'D', 'U', 'C', 'R', 'L') 3108607191
('A', 'S', 'I', 'N', 'D', 'G', 'U', 'C', 'F') ('O', 'T', 'R', 'E', 'M', 'H', 'L', 'P', 'W') 3108588859
('R', 'S', 'T', 'H', 'D', 'C', 'M', 'F', 'L') ('O', 'I', 'E', 'A', 'U', 'N', 'W', 'P', 'G') 3108564712
('A', 'R', 'S', 'T', 'L', 'D', 'M', 'P', 'G') ('E', 'O', 'I', 'N', 'C', 'U', 'W', 'H', 'F') 3108557938
('E', 'O', 'I', 'N', 'D', 'C', 'P', 'L', 'M') ('R', 'A', 'S', 'T', 'U', 'H', 'F', 'G', 'W') 3108545343
('A', 'S', 'H', 'E', 'G', 'P', 'F', 'W', 'U') ('T', 'O', 'I', 'N', 'D', 'R', 'M', 'L', 'C') 3108522749
('I', 'O', 'T', 'E', 'D', 'M', 'C', 'U', 'F') ('S', 'R', 'A', 'N', 'L', 'G', 'W', 'H', 'P') 3108436718
('S', 'T', 'I', 'N', 'G', 'U', 'F', 'L', 'M') ('A', 'O', 'R', 'E', 'D', 'H', 'C', 'P', 'W') 3108436029
('I', 'R', 'H', 'E', 'C', 'L', 'F', 'W', 'P') ('O', 'A', 'N', 'T', 'U', 'S', 'M', 'D', 'G') 3108384418
