[('A', 'E', 'S', 'T', 'U', 'D', 'F', 'C', 'G', 'B'), 688783762.1000003] 
[('T', 'S', 'E', 'A', 'B', 'U', 'F', 'C', 'G', 'D'), 538685789.3] 
[('S', 'T', 'E', 'A', 'C', 'B', 'U', 'G', 'D', 'F'), 538677005.5] 
[('T', 'E', 'A', 'S', 'F', 'U', 'C', 'G', 'B', 'D'), 538668795.8500001] 
[('E', 'T', 'A', 'S', 'F', 'G', 'U', 'B', 'D', 'C'), 538633642.8999999] 
[('S', 'A', 'T', 'E', 'F', 'B', 'D', 'C', 'G', 'U'), 538625632.4000002] 
[('E', 'T', 'A', 'S', 'U', 'G', 'B', 'D', 'F', 'C'), 538624396.1999998] 
[('E', 'T', 'S', 'A', 'D', 'G', 'F', 'B', 'C', 'U'), 538619710.9499998] 
[('T', 'A', 'E', 'S', 'F', 'C', 'B', 'U', 'G', 'D'), 538618746.6999999] 
[('S', 'A', 'T', 'E', 'D', 'F', 'B', 'U', 'G', 'C'), 538616700.9000001] 
[('E', 'A', 'T', 'S', 'G', 'C', 'B', 'D', 'U', 'F'), 538611682.65] 
[('A', 'T', 'E', 'S', 'B', 'F', 'D', 'U', 'G', 'C'), 538603779.8500004] 
[('E', 'T', 'S', 'A', 'F', 'D', 'G', 'C', 'B', 'U'), 538600067.6999998] 
[('E', 'T', 'A', 'S', 'U', 'F', 'D', 'B', 'G', 'C'), 538591089.6000003] 
[('E', 'T', 'S', 'A', 'F', 'D', 'B', 'U', 'G', 'C'), 538581262.7000002] 
[('T', 'A', 'S', 'E', 'C', 'D', 'U', 'B', 'F', 'G'), 538575667.9000002] 
[('T', 'E', 'S', 'A', 'U', 'B', 'G', 'F', 'D', 'C'), 538572941.4] 
[('A', 'T', 'S', 'E', 'C', 'F', 'D', 'U', 'B', 'G'), 538569244.8000001] 
[('T', 'A', 'S', 'E', 'D', 'G', 'B', 'C', 'U', 'F'), 538563601.2999998] 
[('S', 'E', 'T', 'A', 'U', 'B', 'G', 'D', 'C', 'F'), 538560807.0] 
[('T', 'A', 'E', 'S', 'C', 'F', 'B', 'U', 'D', 'G'), 538558287.7500001] 
[('T', 'S', 'E', 'A', 'D', 'B', 'F', 'U', 'G', 'C'), 538548978.9999996] 
[('A', 'S', 'E', 'T', 'B', 'C', 'F', 'D', 'G', 'U'), 538547682.9500003] 
[('A', 'T', 'S', 'E', 'F', 'C', 'D', 'B', 'U', 'G'), 538537943.65] 
[('S', 'E', 'A', 'T', 'B', 'U', 'D', 'F', 'G', 'C'), 538533491.65] 
[('A', 'S', 'T', 'E', 'F', 'G', 'D', 'U', 'C', 'B'), 538517187.9500002] 
[('T', 'A', 'S', 'E', 'U', 'B', 'D', 'C', 'G', 'F'), 538511991.8] 
[('A', 'T', 'E', 'S', 'G', 'B', 'D', 'C', 'U', 'F'), 538507750.7000003] 
[('E', 'T', 'S', 'A', 'F', 'D', 'G', 'U', 'B', 'C'), 538498626.6999999] 
[('T', 'E', 'S', 'A', 'F', 'C', 'B', 'G', 'U', 'D'), 538493443.3] 
[('A', 'E', 'T', 'S', 'U', 'F', 'C', 'G', 'D', 'B'), 538492153.8000002] 
[('E', 'T', 'A', 'S', 'B', 'C', 'F', 'G', 'D', 'U'), 538482058.5500002] 
[('E', 'S', 'A', 'T', 'G', 'B', 'D', 'F', 'U', 'C'), 538458782.6000001] 
[('A', 'T', 'S', 'E', 'B', 'C', 'F', 'D', 'G', 'U'), 538420199.1999999] 
[('A', 'E', 'S', 'T', 'C', 'G', 'U', 'B', 'F', 'D'), 538413666.7] 
[('A', 'T', 'E', 'S', 'G', 'C', 'D', 'F', 'U', 'B'), 538406711.85] 
[('S', 'E', 'A', 'T', 'G', 'C', 'B', 'U', 'D', 'F'), 538376010.75] 
[('T', 'A', 'S', 'E', 'U', 'C', 'F', 'D', 'G', 'B'), 538371217.4999999] 
[('T', 'A', 'S', 'E', 'D', 'B', 'G', 'U', 'F', 'C'), 538365628.7999998] 
[('A', 'T', 'E', 'S', 'G', 'B', 'C', 'F', 'U', 'D'), 538363618.1] 
[('A', 'E', 'T', 'S', 'G', 'D', 'B', 'F', 'C', 'U'), 538363506.5000001] 
[('E', 'A', 'T', 'S', 'B', 'D', 'C', 'F', 'G', 'U'), 538347822.65] 
[('E', 'A', 'T', 'S', 'F', 'C', 'G', 'D', 'U', 'B'), 538347123.8000001] 
[('S', 'A', 'T', 'E', 'U', 'C', 'B', 'G', 'F', 'D'), 538343615.6999998] 
[('T', 'E', 'A', 'S', 'F', 'D', 'C', 'B', 'U', 'G'), 538337867.7500004] 
[('A', 'S', 'E', 'T', 'F', 'C', 'G', 'D', 'U', 'B'), 538327796.5999999] 
[('E', 'T', 'S', 'A', 'D', 'F', 'G', 'B', 'C', 'U'), 538320541.55] 
[('T', 'S', 'E', 'A', 'B', 'C', 'U', 'F', 'D', 'G'), 538314769.3500001] 
[('A', 'E', 'T', 'S', 'U', 'G', 'C', 'B', 'D', 'F'), 538311314.6500002] 
[('S', 'E', 'T', 'A', 'G', 'C', 'D', 'U', 'B', 'F'), 538306170.4999999] 
[('T', 'E', 'A', 'S', 'B', 'C', 'U', 'G', 'D', 'F'), 538303139.1500002] 
[('T', 'E', 'A', 'S', 'F', 'C', 'U', 'B', 'G', 'D'), 538289293.3000002] 
[('A', 'T', 'S', 'E', 'D', 'G', 'F', 'U', 'B', 'C'), 538288868.3999999] 
[('S', 'T', 'E', 'A', 'C', 'F', 'B', 'U', 'D', 'G'), 538285129.5999999] 
[('S', 'A', 'E', 'T', 'D', 'U', 'C', 'B', 'F', 'G'), 538277717.2500001] 
[('E', 'T', 'S', 'A', 'U', 'C', 'G', 'B', 'D', 'F'), 538264860.75] 
[('A', 'S', 'E', 'T', 'F', 'D', 'U', 'B', 'C', 'G'), 538252917.75] 
[('T', 'A', 'E', 'S', 'B', 'G', 'C', 'U', 'D', 'F'), 538250565.4499999] 
[('E', 'T', 'A', 'S', 'F', 'C', 'U', 'G', 'B', 'D'), 538246031.0999998] 
[('T', 'A', 'S', 'E', 'U', 'C', 'F', 'D', 'B', 'G'), 538234247.8000001] 
[('A', 'S', 'E', 'T', 'G', 'U', 'B', 'F', 'C', 'D'), 538224984.55] 
[('A', 'E', 'S', 'T', 'D', 'U', 'G', 'F', 'C', 'B'), 538221055.7500002] 
[('T', 'A', 'S', 'E', 'C', 'D', 'U', 'G', 'F', 'B'), 538196027.8000001] 
[('E', 'T', 'A', 'S', 'B', 'C', 'G', 'U', 'F', 'D'), 538193025.5500001] 
[('T', 'A', 'E', 'S', 'C', 'B', 'U', 'F', 'G', 'D'), 538187599.1499999] 
[('A', 'S', 'E', 'T', 'F', 'D', 'U', 'G', 'C', 'B'), 538184828.5500002] 
[('S', 'T', 'E', 'A', 'C', 'D', 'U', 'B', 'F', 'G'), 538178604.2500001] 
[('A', 'T', 'S', 'E', 'D', 'U', 'C', 'G', 'B', 'F'), 538176913.9500003] 
[('E', 'T', 'A', 'S', 'C', 'G', 'D', 'F', 'U', 'B'), 538164414.85] 
[('A', 'S', 'E', 'T', 'B', 'U', 'D', 'C', 'F', 'G'), 538158951.1000001] 
[('T', 'E', 'A', 'S', 'C', 'G', 'U', 'D', 'F', 'B'), 538155908.9499999] 
[('T', 'A', 'E', 'S', 'G', 'B', 'U', 'F', 'C', 'D'), 538151894.95] 
[('E', 'T', 'A', 'S', 'C', 'G', 'D', 'U', 'B', 'F'), 538113478.1499999] 
[('T', 'A', 'E', 'S', 'B', 'G', 'F', 'C', 'U', 'D'), 538102607.4500003] 
[('E', 'S', 'A', 'T', 'F', 'B', 'C', 'G', 'U', 'D'), 538088177.4499999] 
[('A', 'S', 'T', 'E', 'B', 'C', 'U', 'D', 'G', 'F'), 538078830.1000001] 
[('S', 'E', 'A', 'T', 'G', 'F', 'C', 'D', 'U', 'B'), 538065293.3500004] 
[('T', 'S', 'E', 'A', 'G', 'U', 'C', 'F', 'D', 'B'), 538058336.5000001] 
[('S', 'A', 'T', 'E', 'D', 'F', 'B', 'C', 'U', 'G'), 538057404.0] 
[('S', 'A', 'T', 'E', 'U', 'B', 'C', 'D', 'F', 'G'), 538057039.1000001] 
[('T', 'A', 'E', 'S', 'F', 'B', 'G', 'U', 'D', 'C'), 538054618.2999997] 
[('E', 'T', 'S', 'A', 'F', 'C', 'D', 'B', 'U', 'G'), 538048612.9] 
[('E', 'T', 'S', 'A', 'C', 'F', 'D', 'U', 'B', 'G'), 538040879.7999998] 
[('E', 'T', 'A', 'S', 'C', 'F', 'G', 'U', 'B', 'D'), 538018518.9500003] 
[('E', 'S', 'T', 'A', 'C', 'F', 'U', 'D', 'G', 'B'), 538003922.4999999] 
[('E', 'S', 'T', 'A', 'C', 'F', 'G', 'U', 'B', 'D'), 538002992.5999998] 
[('A', 'E', 'S', 'T', 'D', 'U', 'F', 'B', 'G', 'C'), 538000948.0500002] 
[('A', 'T', 'S', 'E', 'D', 'B', 'U', 'C', 'G', 'F'), 537998522.3499999] 
[('S', 'T', 'E', 'A', 'B', 'U', 'G', 'F', 'D', 'C'), 537998511.1] 
[('S', 'A', 'T', 'E', 'D', 'F', 'B', 'G', 'C', 'U'), 537997968.1000001] 
[('A', 'S', 'T', 'E', 'G', 'B', 'C', 'U', 'F', 'D'), 537991874.6500002] 
[('A', 'E', 'T', 'S', 'U', 'G', 'F', 'C', 'B', 'D'), 537976722.4500003] 
[('A', 'E', 'T', 'S', 'U', 'G', 'B', 'F', 'C', 'D'), 537975477.7500001] 
[('T', 'A', 'S', 'E', 'D', 'B', 'F', 'C', 'U', 'G'), 537966020.6999998] 
[('E', 'S', 'A', 'T', 'G', 'B', 'D', 'F', 'C', 'U'), 537964737.2000002] 
[('S', 'T', 'E', 'A', 'B', 'U', 'G', 'C', 'F', 'D'), 537937617.8000003] 
[('E', 'T', 'A', 'S', 'C', 'F', 'G', 'B', 'D', 'U'), 537935151.0500002] 
[('A', 'T', 'S', 'E', 'U', 'C', 'D', 'B', 'F', 'G'), 537928110.9999999] 
[('E', 'A', 'T', 'S', 'D', 'G', 'U', 'B', 'C', 'F'), 537918185.05] 
[('E', 'T', 'A', 'S', 'B', 'G', 'F', 'C', 'U', 'D'), 537917803.25] 
[('T', 'S', 'E', 'A', 'G', 'U', 'B', 'D', 'F', 'C'), 537911323.7000002] 
[('E', 'S', 'A', 'T', 'U', 'B', 'G', 'F', 'C', 'D'), 537910032.9000001] 
[('E', 'S', 'A', 'T', 'U', 'G', 'C', 'F', 'D', 'B'), 537907203.0] 
[('E', 'T', 'A', 'S', 'U', 'B', 'G', 'C', 'F', 'D'), 537905531.6999999] 
[('S', 'E', 'T', 'A', 'G', 'C', 'D', 'F', 'U', 'B'), 537883780.5] 
[('E', 'T', 'S', 'A', 'C', 'B', 'F', 'U', 'G', 'D'), 537869015.2999998] 
[('T', 'A', 'S', 'E', 'G', 'D', 'F', 'B', 'C', 'U'), 537860558.3500003] 
[('E', 'S', 'T', 'A', 'D', 'U', 'F', 'B', 'G', 'C'), 537851275.15] 
[('T', 'A', 'S', 'E', 'C', 'D', 'U', 'B', 'G', 'F'), 537845153.3000002] 
[('S', 'T', 'E', 'A', 'C', 'D', 'U', 'G', 'F', 'B'), 537841375.1500003] 
[('A', 'T', 'S', 'E', 'U', 'D', 'B', 'F', 'G', 'C'), 537834907.8499998] 
[('A', 'E', 'T', 'S', 'U', 'B', 'C', 'F', 'G', 'D'), 537834007.2000003] 
[('S', 'E', 'T', 'A', 'G', 'C', 'B', 'F', 'D', 'U'), 537827740.5000004] 
[('E', 'T', 'A', 'S', 'U', 'G', 'B', 'C', 'D', 'F'), 537812032.1999997] 
[('A', 'S', 'E', 'T', 'G', 'C', 'F', 'D', 'B', 'U'), 537807800.0000004] 
[('S', 'T', 'E', 'A', 'B', 'C', 'F', 'G', 'D', 'U'), 537805062.4500002] 
[('E', 'S', 'A', 'T', 'F', 'B', 'D', 'G', 'C', 'U'), 537786478.9500002] 
[('E', 'A', 'T', 'S', 'B', 'D', 'F', 'U', 'C', 'G'), 537784923.7500004] 
[('E', 'S', 'T', 'A', 'B', 'C', 'U', 'F', 'D', 'G'), 537767362.7500001] 
[('S', 'T', 'E', 'A', 'C', 'D', 'G', 'U', 'B', 'F'), 537766538.5500003] 
[('A', 'T', 'S', 'E', 'U', 'D', 'G', 'B', 'F', 'C'), 537753470.05] 
[('E', 'A', 'T', 'S', 'D', 'B', 'G', 'C', 'F', 'U'), 537741425.7499996] 
[('E', 'T', 'A', 'S', 'G', 'D', 'C', 'F', 'B', 'U'), 537739143.75] 
[('T', 'A', 'E', 'S', 'G', 'F', 'B', 'C', 'D', 'U'), 537736106.85] 
[('E', 'T', 'A', 'S', 'U', 'C', 'B', 'F', 'D', 'G'), 537730488.8999999] 
[('E', 'T', 'A', 'S', 'G', 'D', 'C', 'B', 'F', 'U'), 537727327.3500003] 
[('E', 'T', 'S', 'A', 'F', 'C', 'G', 'D', 'B', 'U'), 537724735.2999997] 
[('S', 'E', 'A', 'T', 'B', 'C', 'U', 'G', 'D', 'F'), 537720142.8000003] 
[('E', 'T', 'A', 'S', 'U', 'B', 'C', 'D', 'F', 'G'), 537705750.2] 
[('T', 'S', 'E', 'A', 'C', 'B', 'G', 'F', 'U', 'D'), 537704923.6999997] 
[('S', 'E', 'A', 'T', 'D', 'F', 'U', 'C', 'B', 'G'), 537701269.4] 
[('A', 'S', 'T', 'E', 'B', 'G', 'C', 'U', 'D', 'F'), 537697570.2000003] 
[('E', 'T', 'A', 'S', 'U', 'C', 'D', 'G', 'B', 'F'), 537691489.8] 
[('E', 'S', 'A', 'T', 'F', 'B', 'D', 'G', 'U', 'C'), 537678721.05] 
[('A', 'E', 'S', 'T', 'C', 'B', 'G', 'F', 'U', 'D'), 537678598.2499999] 
[('T', 'E', 'A', 'S', 'U', 'G', 'C', 'B', 'F', 'D'), 537670071.45] 
[('S', 'E', 'A', 'T', 'G', 'B', 'U', 'D', 'F', 'C'), 537669598.55] 
[('S', 'A', 'T', 'E', 'F', 'B', 'D', 'C', 'U', 'G'), 537665143.8999997] 
[('E', 'A', 'T', 'S', 'F', 'U', 'D', 'G', 'C', 'B'), 537661417.6000003] 
[('E', 'T', 'A', 'S', 'B', 'F', 'G', 'U', 'D', 'C'), 537640809.35] 
[('E', 'A', 'T', 'S', 'F', 'B', 'U', 'D', 'G', 'C'), 537639871.6] 
[('S', 'T', 'E', 'A', 'C', 'D', 'G', 'U', 'F', 'B'), 537624247.5500002] 
[('T', 'E', 'S', 'A', 'G', 'B', 'C', 'U', 'D', 'F'), 537614684.85] 
[('E', 'A', 'T', 'S', 'U', 'G', 'C', 'B', 'F', 'D'), 537612836.6999999] 
[('E', 'T', 'A', 'S', 'C', 'G', 'B', 'F', 'D', 'U'), 537606988.9499998] 
[('E', 'A', 'T', 'S', 'U', 'F', 'C', 'B', 'D', 'G'), 537606371.3000002] 
[('S', 'E', 'T', 'A', 'U', 'C', 'F', 'B', 'G', 'D'), 537593962.4000003] 
[('T', 'E', 'A', 'S', 'G', 'F', 'B', 'D', 'C', 'U'), 537593403.5500001] 
[('T', 'E', 'A', 'S', 'C', 'U', 'B', 'F', 'G', 'D'), 537593344.6999998] 
[('A', 'S', 'E', 'T', 'D', 'G', 'B', 'U', 'F', 'C'), 537593102.1999998] 
[('T', 'S', 'E', 'A', 'B', 'C', 'F', 'G', 'D', 'U'), 537576886.7500002] 
[('E', 'T', 'S', 'A', 'D', 'B', 'U', 'C', 'G', 'F'), 537565130.25] 
[('S', 'A', 'E', 'T', 'F', 'C', 'U', 'D', 'B', 'G'), 537560192.05] 
[('E', 'T', 'S', 'A', 'G', 'C', 'F', 'B', 'D', 'U'), 537559326.0500001] 
[('E', 'S', 'T', 'A', 'C', 'G', 'F', 'U', 'B', 'D'), 537557082.1999997] 
[('T', 'A', 'E', 'S', 'G', 'F', 'B', 'D', 'U', 'C'), 537547104.6499999] 
[('T', 'E', 'A', 'S', 'C', 'U', 'G', 'F', 'B', 'D'), 537533077.3000001] 
[('E', 'S', 'A', 'T', 'U', 'B', 'C', 'G', 'D', 'F'), 537530252.2] 
[('T', 'S', 'E', 'A', 'G', 'U', 'F', 'C', 'B', 'D'), 537530159.8] 
[('S', 'A', 'E', 'T', 'D', 'F', 'U', 'G', 'B', 'C'), 537525289.4000001] 
[('T', 'E', 'S', 'A', 'G', 'D', 'U', 'F', 'B', 'C'), 537519928.0000002] 
[('E', 'S', 'A', 'T', 'U', 'B', 'C', 'F', 'D', 'G'), 537484754.0] 
[('E', 'T', 'S', 'A', 'D', 'F', 'B', 'G', 'C', 'U'), 537476076.1500001] 
[('E', 'A', 'T', 'S', 'D', 'B', 'U', 'F', 'G', 'C'), 537438889.2499998] 
[('A', 'T', 'S', 'E', 'B', 'G', 'D', 'C', 'U', 'F'), 537432061.5999999] 
[('A', 'T', 'S', 'E', 'U', 'D', 'F', 'G', 'B', 'C'), 537431855.55] 
[('S', 'A', 'E', 'T', 'U', 'F', 'C', 'D', 'B', 'G'), 537426074.7500001] 
[('S', 'E', 'A', 'T', 'F', 'C', 'D', 'G', 'U', 'B'), 537409015.4500002] 
[('S', 'E', 'A', 'T', 'C', 'G', 'U', 'D', 'B', 'F'), 537408436.55] 
[('A', 'S', 'T', 'E', 'F', 'C', 'G', 'B', 'D', 'U'), 537397087.6500001] 
[('S', 'T', 'E', 'A', 'C', 'G', 'F', 'U', 'D', 'B'), 537396642.55] 
[('T', 'S', 'E', 'A', 'C', 'F', 'B', 'U', 'G', 'D'), 537389941.4999998] 
[('A', 'E', 'T', 'S', 'F', 'D', 'G', 'U', 'B', 'C'), 537345259.7] 
[('E', 'S', 'T', 'A', 'B', 'G', 'C', 'U', 'F', 'D'), 537344494.6500002] 
[('E', 'A', 'T', 'S', 'D', 'G', 'U', 'F', 'C', 'B'), 537341809.7500002] 
[('S', 'A', 'T', 'E', 'G', 'D', 'U', 'F', 'C', 'B'), 537309027.2000002] 
[('E', 'T', 'S', 'A', 'C', 'F', 'G', 'D', 'B', 'U'), 537288704.3] 
[('A', 'S', 'E', 'T', 'B', 'U', 'C', 'F', 'G', 'D'), 537286410.2] 
[('S', 'T', 'E', 'A', 'B', 'F', 'U', 'D', 'C', 'G'), 537276759.7500001] 
[('A', 'S', 'T', 'E', 'U', 'B', 'D', 'C', 'G', 'F'), 537274231.3499999] 
[('E', 'A', 'T', 'S', 'F', 'U', 'D', 'B', 'C', 'G'), 537264349.6000004] 
[('A', 'S', 'E', 'T', 'G', 'U', 'C', 'B', 'F', 'D'), 537256288.5500001] 
[('S', 'E', 'T', 'A', 'G', 'D', 'U', 'C', 'F', 'B'), 537238362.9500003] 
[('A', 'T', 'E', 'S', 'G', 'C', 'D', 'U', 'B', 'F'), 537231805.45] 
[('S', 'E', 'T', 'A', 'B', 'C', 'G', 'D', 'U', 'F'), 537224854.75] 
[('T', 'E', 'S', 'A', 'U', 'F', 'C', 'G', 'B', 'D'), 537223836.4000001] 
[('A', 'E', 'S', 'T', 'D', 'F', 'U', 'B', 'G', 'C'), 537221364.8500004] 
[('T', 'A', 'S', 'E', 'D', 'C', 'U', 'F', 'G', 'B'), 537193055.1] 
[('E', 'T', 'S', 'A', 'G', 'D', 'U', 'B', 'C', 'F'), 537190294.6500002] 
[('E', 'A', 'T', 'S', 'B', 'D', 'C', 'G', 'F', 'U'), 537190242.4499999] 
[('E', 'S', 'T', 'A', 'G', 'B', 'D', 'U', 'C', 'F'), 537184739.9500003] 
[('A', 'T', 'S', 'E', 'D', 'U', 'C', 'F', 'B', 'G'), 537181004.65] 
[('T', 'A', 'E', 'S', 'B', 'D', 'G', 'C', 'U', 'F'), 537179249.9000001] 
[('S', 'E', 'A', 'T', 'F', 'C', 'D', 'U', 'B', 'G'), 537165360.8500003] 
[('E', 'T', 'S', 'A', 'F', 'C', 'D', 'G', 'U', 'B'), 537164092.0999999] 
[('S', 'A', 'T', 'E', 'F', 'B', 'D', 'U', 'C', 'G'), 537162456.2] 
[('S', 'T', 'E', 'A', 'D', 'G', 'F', 'B', 'U', 'C'), 537152676.6500001] 
[('S', 'T', 'E', 'A', 'D', 'F', 'B', 'G', 'C', 'U'), 537152138.8000001] 
[('E', 'T', 'A', 'S', 'U', 'F', 'B', 'G', 'D', 'C'), 537150667.4] 
[('T', 'E', 'A', 'S', 'B', 'G', 'U', 'D', 'C', 'F'), 537144779.4500003] 
[('E', 'S', 'T', 'A', 'U', 'D', 'G', 'B', 'F', 'C'), 537138209.05] 
[('A', 'T', 'E', 'S', 'U', 'B', 'D', 'F', 'G', 'C'), 537135636.5999997] 
[('E', 'A', 'T', 'S', 'F', 'D', 'C', 'B', 'G', 'U'), 537121448.1000001] 
[('T', 'E', 'A', 'S', 'B', 'D', 'C', 'G', 'U', 'F'), 537120862.6] 
[('S', 'T', 'E', 'A', 'G', 'C', 'B', 'U', 'D', 'F'), 537119228.2000003] 
[('A', 'E', 'S', 'T', 'D', 'U', 'C', 'F', 'B', 'G'), 537103061.3500001] 
[('A', 'S', 'E', 'T', 'D', 'G', 'C', 'B', 'U', 'F'), 537101694.2999998] 
[('A', 'S', 'T', 'E', 'B', 'G', 'C', 'D', 'F', 'U'), 537091056.3000002] 
[('E', 'T', 'A', 'S', 'G', 'B', 'F', 'D', 'C', 'U'), 537089832.8500001] 
[('S', 'T', 'E', 'A', 'D', 'F', 'G', 'U', 'B', 'C'), 537086850.1000001] 
[('S', 'A', 'T', 'E', 'D', 'F', 'C', 'B', 'G', 'U'), 537081447.2000002] 
[('E', 'S', 'T', 'A', 'C', 'U', 'G', 'F', 'B', 'D'), 537076855.9999999] 
[('A', 'S', 'E', 'T', 'D', 'G', 'C', 'F', 'B', 'U'), 537076341.8999999] 
[('E', 'A', 'T', 'S', 'D', 'G', 'U', 'B', 'F', 'C'), 537074751.7499999] 
[('E', 'A', 'T', 'S', 'G', 'C', 'U', 'D', 'F', 'B'), 537072378.8500004] 
[('T', 'S', 'E', 'A', 'B', 'F', 'U', 'D', 'C', 'G'), 537070008.0500003] 
[('A', 'T', 'S', 'E', 'U', 'D', 'B', 'G', 'F', 'C'), 537054769.9499998] 
[('A', 'E', 'T', 'S', 'C', 'D', 'U', 'F', 'G', 'B'), 537048847.0999999] 
[('E', 'T', 'A', 'S', 'U', 'F', 'B', 'G', 'C', 'D'), 537011293.3000002] 
[('E', 'A', 'T', 'S', 'G', 'D', 'B', 'F', 'C', 'U'), 537009568.85] 
[('T', 'A', 'S', 'E', 'G', 'D', 'F', 'U', 'B', 'C'), 536999639.0500002] 
[('S', 'E', 'A', 'T', 'G', 'U', 'C', 'F', 'B', 'D'), 536999321.3000001] 
[('E', 'T', 'S', 'A', 'B', 'D', 'U', 'F', 'C', 'G'), 536988914.1500002] 
[('S', 'E', 'T', 'A', 'F', 'D', 'U', 'C', 'G', 'B'), 536983616.8500004] 
[('E', 'T', 'A', 'S', 'B', 'F', 'G', 'C', 'U', 'D'), 536975235.55] 
[('A', 'T', 'E', 'S', 'F', 'D', 'G', 'U', 'C', 'B'), 536965687.8000002] 
[('E', 'T', 'A', 'S', 'F', 'D', 'G', 'U', 'B', 'C'), 536958239.8] 
[('A', 'S', 'T', 'E', 'B', 'U', 'D', 'C', 'G', 'F'), 536923324.5500002] 
[('A', 'T', 'E', 'S', 'F', 'C', 'B', 'G', 'U', 'D'), 536921709.8499999] 
[('T', 'E', 'S', 'A', 'U', 'F', 'D', 'G', 'B', 'C'), 536918420.8] 
[('T', 'E', 'A', 'S', 'G', 'F', 'U', 'B', 'C', 'D'), 536910329.6500001] 
[('T', 'E', 'A', 'S', 'G', 'C', 'F', 'D', 'U', 'B'), 536900035.15] 
[('S', 'T', 'E', 'A', 'B', 'C', 'U', 'F', 'D', 'G'), 536894721.6500001] 
[('A', 'E', 'T', 'S', 'F', 'D', 'B', 'G', 'C', 'U'), 536891884.2] 
[('E', 'S', 'T', 'A', 'B', 'D', 'U', 'F', 'G', 'C'), 536887966.7500001] 
[('E', 'A', 'T', 'S', 'D', 'G', 'B', 'U', 'F', 'C'), 536878492.6499999] 
[('A', 'T', 'S', 'E', 'U', 'D', 'F', 'B', 'G', 'C'), 536826496.85] 
[('E', 'T', 'A', 'S', 'B', 'F', 'C', 'D', 'G', 'U'), 536819388.3499998] 
[('T', 'S', 'E', 'A', 'G', 'F', 'U', 'C', 'D', 'B'), 536813959.74999976] 
[('E', 'S', 'A', 'T', 'B', 'G', 'C', 'U', 'F', 'D'), 536797781.3000001] 
[('A', 'T', 'S', 'E', 'B', 'C', 'G', 'F', 'D', 'U'), 536797697.9999999] 
[('S', 'E', 'A', 'T', 'G', 'C', 'U', 'B', 'F', 'D'), 536797678.45000005] 
[('A', 'S', 'T', 'E', 'B', 'F', 'D', 'C', 'G', 'U'), 536791215.54999995] 
[('A', 'T', 'S', 'E', 'D', 'U', 'C', 'B', 'G', 'F'), 536762719.65000045] 
[('A', 'T', 'E', 'S', 'F', 'C', 'G', 'B', 'U', 'D'), 536753750.15] 
[('E', 'T', 'A', 'S', 'B', 'F', 'D', 'C', 'U', 'G'), 536750840.65] 
[('A', 'T', 'S', 'E', 'B', 'C', 'F', 'U', 'D', 'G'), 536744777.9000002] 
[('S', 'E', 'A', 'T', 'C', 'U', 'G', 'B', 'F', 'D'), 536740272.5499999] 
[('T', 'E', 'A', 'S', 'F', 'U', 'C', 'B', 'G', 'D'), 536723928.15000045] 
[('A', 'S', 'E', 'T', 'G', 'B', 'U', 'D', 'C', 'F'), 536665395.0499999] 
[('S', 'E', 'A', 'T', 'G', 'F', 'D', 'C', 'B', 'U'), 536649786.15000015] 
[('S', 'T', 'E', 'A', 'C', 'B', 'F', 'U', 'D', 'G'), 536648478.10000014] 
[('A', 'S', 'T', 'E', 'B', 'F', 'D', 'U', 'C', 'G'), 536645001.45] 
[('A', 'T', 'S', 'E', 'C', 'F', 'D', 'B', 'U', 'G'), 536619258.99999994] 
[('T', 'A', 'S', 'E', 'U', 'C', 'G', 'D', 'F', 'B'), 536618316.70000005] 
[('T', 'S', 'E', 'A', 'C', 'G', 'B', 'F', 'U', 'D'), 536610104.4999999] 
[('A', 'T', 'S', 'E', 'C', 'B', 'G', 'D', 'U', 'F'), 536605676.4999998] 
[('E', 'T', 'S', 'A', 'F', 'D', 'B', 'C', 'U', 'G'), 536603733.30000013] 
[('T', 'E', 'A', 'S', 'F', 'C', 'U', 'G', 'B', 'D'), 536586446.59999996] 
[('T', 'E', 'A', 'S', 'B', 'D', 'C', 'F', 'G', 'U'), 536585958.7] 
[('A', 'T', 'S', 'E', 'D', 'F', 'B', 'G', 'U', 'C'), 536585579.85000026] 
[('E', 'T', 'A', 'S', 'C', 'F', 'D', 'B', 'G', 'U'), 536582324.5500001] 
[('A', 'E', 'S', 'T', 'D', 'F', 'G', 'C', 'U', 'B'), 536578186.74999994] 
[('T', 'A', 'E', 'S', 'G', 'B', 'F', 'C', 'D', 'U'), 536556564.75000006] 
[('A', 'E', 'T', 'S', 'U', 'F', 'D', 'G', 'B', 'C'), 536554562.20000005] 
[('T', 'A', 'S', 'E', 'F', 'D', 'U', 'B', 'C', 'G'), 536541917.4500003] 
[('E', 'T', 'A', 'S', 'B', 'C', 'G', 'F', 'D', 'U'), 536531257.3499997] 
[('S', 'A', 'E', 'T', 'D', 'C', 'U', 'G', 'F', 'B'), 536519096.6000002] 
[('A', 'S', 'E', 'T', 'C', 'B', 'F', 'U', 'D', 'G'), 536516214.45000005] 
[('E', 'S', 'T', 'A', 'G', 'C', 'U', 'B', 'F', 'D'), 536514657.25000006] 
[('S', 'A', 'T', 'E', 'B', 'C', 'G', 'F', 'D', 'U'), 536505610.04999983] 
